ID
0,7oQepKHmXDaPC3rgeLRvQu
1,7DyDjhZMEIK5Ied4juTCyc
2,7jYwZOptDPesQgzj7vhsEF
3,11eYmv0tA3wEoyD1Sad2Nv
4,54eE5H6F1HhyM5L4fRLq8s
5,0yLdNVWF3Srea0uzk55zFn
6,07gGSxcPN5iEnszYgtx73S
7,3zkyus0njMCL6phZmNNEeN
8,4YxZQd3I4rj1nqkXgvpCk4
9,28eI53WyFJVjjQwSnWTh9K
10,6N1c56ff1CRrhAiNwIfgaz
11,6nYJWAPKIJfXIKtiYc4P4O
12,4AdhQGPnOKrH0EJWXc2EEM
13,6kvW6EI5UuqCmlp7L7HD9O
14,2dHHgzDwk4BJdRwy9uXhTO
15,5ZduaRci3iNUiDfJbBfAaf
16,07VcTAooOBP8hIluuUS5xr
17,1z9NVyu6rOFQR57vA94xbR
18,2xIHVoglz5mLrNf145RieQ
19,4sx6NRwL6Ol3V6m9exwGlQ
20,7lkYdyKCN44Lc5saKwIGhP
21,53vyWY4myvD6qPh1z54Itx
22,2IvrIIvwA3zEPXmJitBlJD
23,4tQA4uDHh6iPaQLWaxeQqH
24,4tRhRLBxIZ34Iw0eCuiC03
25,6BePGk3eCan4FqaW2X8Qy3
26,34FFsLy4HDUjnnDMjGXEvU
27,2IEsTp4cFNOZVBNshXLB6k
28,6HNyXYZijMzIdykDQRLC9N
29,1AmHFe9qiR4ydvHRMQgMnY
30,0WtM2NBVQNNJLh6scP13H8
31,47gFO4wiq9rLJo9vz0DP3q
32,0C3shWEOObGT5IxApC7Mkg
33,5YdnOm5990Kfq1Jodws98B
34,7gK3S5NIkw1KdvdnUU1O5z
35,3rb0tMq42WfggucPm0HHkA
36,373gDROnujxNTFa1FojYIl
37,5BfAcaTKnD5s6hkwrK6EhQ
38,5reUV4Jv5GBY1W15E4J9w9
39,6Hh6pxNSScePI9zjKBIUg2
40,6UN73IYd0hZxLi8wFPMQij
41,38T0tPVZHcPZyhtOcCP7pF
42,7j1ZJAbcm4AMBf82jIrAH3
43,5w1KF2w0e8W1EEHsCJYYCf
44,6AQbmUe0Qwf5PZnt4HmTXv
45,3nqQXoyQOWXiESFLlDF1hG
46,0V3wPSX9ygBnCm8psDIegu
47,26b3oVLrRUaaybJulow9kz
48,0QHEIqNKsMoOY5urbzN48u
49,78Sw5GDo6AlGwTwanjXbGh
